"","icpsr","name","party_code","state_abbrev","ambiguity","dim1","dim2","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","se1D","prop1","prop2","prop3","chamber"
"49","2525","DERWINSKI, Edward Joseph","200","IL",0,0.342,"-0.361",103,21,14,36,0.641259968280792,0.798850574712644,0.24706457555294,0,83.0645161290323,72,77.5322580645161,"House"
"50","5326","KLUCZYNSKI, John Carl","100","IL",0,-0.382,"0.237",31,4,1,15,0.793192863464355,0.901960784313726,0.0398491285741329,0,88.5714285714286,93.75,91.1607142857143,"House"
"51","8080","ROSTENKOWSKI, Daniel David","100","IL",0,-0.39,"0.246",158,17,15,73,0.755169630050659,0.878326996197719,0.0114619145169854,0,90.2857142857143,82.9545454545455,86.6201298701299,"House"
"52","1941","COLLIER, Harold Reginald","200","IL",0,0.378,"-0.213",29,9,8,7,0.487221121788025,0.679245283018868,0.292019665241241,0,76.3157894736842,46.6666666666667,61.4912280701754,"House"
"53","7642","PUCINSKI, Roman Conrad","100","IL",0,-0.281,"0.083",26,3,1,7,0.785752952098846,0.891891891891892,-0.173291891813278,0,89.6551724137931,87.5,88.5775862068966,"House"
"54","10606","McCLORY, Robert","200","IL",0,0.256,"-0.426",106,25,17,35,0.634072721004486,0.770491803278688,0.184855207800865,0,80.9160305343512,67.3076923076923,74.1118614210217,"House"
"55","10617","REID, Charlotte Thompson","200","IL",0,0.361,"-0.11",15,0,1,7,0.788658022880554,0.956521739130435,0.38693180680275,0,100,87.5,93.75,"House"
"56","10501","ANDERSON, John Bayard","200","IL",0,0.183,"-0.554",70,10,10,27,0.668071448802948,0.829059829059829,0.11305370926857,0,87.5,72.972972972973,80.2364864864865,"House"
"57","226","ARENDS, Leslie Cornelius","200","IL",0,0.301,"-0.187",35,4,2,14,0.721363723278046,0.890909090909091,0.309877961874008,0,89.7435897435898,87.5,88.6217948717949,"House"
"58","6455","MICHEL, Robert Henry","200","IL",0,0.372,"-0.157",150,28,19,89,0.693735063076019,0.835664335664336,0.402956753969193,0,84.2696629213483,82.4074074074074,83.3385351643779,"House"
"59","10517","FINDLEY, Paul","200","IL",0,0.246,"-0.525",92,30,15,38,0.63477236032486,0.742857142857143,0.229487195611,0,75.4098360655738,71.6981132075472,73.5539746365605,"House"
"60","3769","GRAY, Kenneth James","100","IL",0,-0.364,"0.45",28,2,4,12,0.750582695007324,0.869565217391304,0.155298322439194,0,93.3333333333333,75,84.1666666666667,"House"
"61","8814","SPRINGER, William Lee","200","IL",0,0.185,"-0.186",22,3,2,8,0.71370792388916,0.857142857142857,0.244610786437988,0,88,80,84,"House"
"62","8474","SHIPLEY, George Edward","100","IL",0,-0.284,"0.515",77,10,13,27,0.666902363300323,0.818897637795276,0.190194293856621,0,88.5057471264368,67.5,78.0028735632184,"House"
"63","7610","PRICE, Charles Melvin","100","IL",0,-0.429,"0.346",142,16,10,64,0.763261497020721,0.887931034482759,-0.0136897414922714,0,89.873417721519,86.4864864864865,88.1799521040027,"House"
"64","5900","MADDEN, Ray John","100","IN",0,-0.422,"0.03",67,4,3,23,0.842358887195587,0.927835051546392,-0.0805976912379265,0,94.3661971830986,88.4615384615385,91.4138678223185,"House"
"65","948","BRADEMAS, John","100","IN",0,-0.462,"-0.061",117,4,6,40,0.854240953922272,0.940119760479042,-0.166204586625099,0,96.6942148760331,86.9565217391304,91.8253683075818,"House"
"66","8084","ROUSH, John Edward","100","IN",0,-0.233,"0.158",71,9,5,25,0.795967400074005,0.872727272727273,-0.0566410832107067,0,88.75,83.3333333333333,86.0416666666667,"House"
"67","986","BRAY, William Gilmer","200","IN",0,0.235,"0.109",36,0,5,19,0.761279761791229,0.916666666666667,0.360472112894058,0,100,79.1666666666667,89.5833333333333,"House"
"68","8288","SCHWENGEL, Frederick Delbert","200","IA",0,0.173,"-0.533",18,7,4,7,0.647099435329437,0.694444444444444,0.234574645757675,0,72,63.6363636363636,67.8181818181818,"House"
"69","3853","GROSS, Harold Royce","200","IA",0,0.955,"0.298",20,3,3,34,0.796010732650757,0.9,0.815330743789673,0,86.9565217391304,91.8918918918919,89.4242068155112,"House"
"70","5385","KYL, John Henry","200","IA",0,0.316,"-0.022",16,3,2,14,0.686602473258972,0.857142857142857,0.317696541547775,0,84.2105263157895,87.5,85.8552631578947,"House"
"71","8672","SMITH, Neal Edward","100","IA",0,-0.313,"0.174",175,27,14,79,0.721728265285492,0.861016949152542,0.0496766082942486,0,86.6336633663366,84.9462365591398,85.7899499627382,"House"
"72","10559","SHRIVER, Garner E.","200","KS",0,0.175,"-0.06",59,14,6,28,0.689247071743011,0.813084112149533,0.234653577208519,0,80.8219178082192,82.3529411764706,81.5874294923449,"House"
"73","10625","SKUBITZ, Joe","200","KS",0,0.189,"0.08",67,23,9,25,0.60902863740921,0.741935483870968,0.272915065288544,0,74.4444444444444,73.5294117647059,73.9869281045752,"House"
"74","9056","STUBBLEFIELD, Frank Albert","100","KY",0,-0.247,"0.779",34,6,0,17,0.733611822128296,0.894736842105263,0.243317067623138,0,85,100,92.5,"House"
"75","6845","NATCHER, William Huston","100","KY",0,-0.288,"0.575",178,29,24,79,0.699647963047028,0.829032258064516,0.0965317711234093,0,85.9903381642512,76.6990291262136,81.3446836452324,"House"
"76","10626","SNYDER, Marion Gene","200","KY",0,0.26,"0.298",131,30,12,61,0.673738420009613,0.82051282051282,0.298266559839249,0,81.3664596273292,83.5616438356164,82.4640517314728,"House"
"77","9882","WATTS, John Clarence","100","KY",0,-0.206,"0.648",13,1,1,6,0.826215445995331,0.904761904761905,0.0850260257720947,0,92.8571428571429,85.7142857142857,89.2857142857143,"House"
"78","7343","PERKINS, Carl Dewey","100","KY",0,-0.343,"0.332",124,21,8,58,0.744657218456268,0.862559241706161,0.0430437065660954,0,85.5172413793103,87.8787878787879,86.6980146290491,"House"
"79","4275","HÉBERT, Felix Edward","100","LA",0,-0.079,"0.834",29,5,0,19,0.773056328296661,0.905660377358491,0.3104188144207,0,85.2941176470588,100,92.6470588235294,"House"
"80","824","BOGGS, Thomas Hale, Sr.","100","LA",0,-0.348,"0.589",22,4,1,12,0.672621130943298,0.871794871794872,0.178328156471252,0,84.6153846153846,92.3076923076923,88.4615384615385,"House"
"81","10567","WAGGONNER, Joseph David, Jr.","100","LA",0,0.015,"1",68,16,10,45,0.718650102615356,0.81294964028777,0.407796204090118,0,80.952380952381,81.8181818181818,81.3852813852814,"House"
"82","7228","PASSMAN, Otto Ernest","100","LA",0,-0.056,"0.952",50,15,2,29,0.639529407024384,0.822916666666667,0.297843486070633,0,76.9230769230769,93.5483870967742,85.2357320099256,"House"
"83","10602","LONG, Gillis William","100","LA",0,-0.368,"0.604",100,14,13,45,0.715990245342255,0.843023255813954,0.0972589775919914,0,87.719298245614,77.5862068965517,82.6527525710829,"House"
"84","10601","LONG, Clarence Dickinson","100","MD",0,-0.274,"0.098",134,15,13,50,0.706008434295654,0.867924528301887,-0.0294114481657743,0,89.9328859060403,79.3650793650794,84.6489826355598,"House"
"85","3480","GARMATZ, Edward Alexander","100","MD",0,-0.307,"0.222",25,1,0,11,0.794142723083496,0.972972972972973,0.143608421087265,0,96.1538461538462,100,98.0769230769231,"House"
"86","2009","CONTE, Silvio Ottavio","200","MA",0,-0.023,"-0.683",170,23,8,76,0.727515935897827,0.888086642599278,-0.0670591071248055,0,88.0829015544041,90.4761904761905,89.2795460152973,"House"
"87","830","BOLAND, Edward Patrick","100","MA",0,-0.306,"-0.104",149,24,3,68,0.796524703502655,0.889344262295082,-0.0590494126081467,0,86.1271676300578,95.7746478873239,90.9509077586909,"House"
"88","2660","DONOHUE, Harold Daniel","100","MA",0,-0.296,"-0.098",33,5,3,11,0.688972890377045,0.846153846153846,0.0453626736998558,0,86.8421052631579,78.5714285714286,82.7067669172932,"House"
"89","10538","MORSE, Frank Bradford","200","MA",0,0.043,"-0.999",23,1,2,3,0.724233329296112,0.896551724137931,-0.0768591314554214,0,95.8333333333333,60,77.9166666666667,"House"
"90","5873","MACDONALD, Torbert Hart","100","MA",0,-0.308,"-0.091",39,6,11,10,0.58497542142868,0.742424242424242,0.0820470377802849,0,86.6666666666667,47.6190476190476,67.1428571428571,"House"
"91","7081","O'NEILL, Thomas Philip, Jr. (Tip)","100","MA",0,-0.402,"0.058",66,11,1,25,0.775192618370056,0.883495145631068,-0.0135590918362141,0,85.7142857142857,96.1538461538462,90.9340659340659,"House"
"92","1265","BURKE, James Anthony","100","MA",0,-0.4,"0.152",97,12,8,32,0.742148399353027,0.865771812080537,0.00426647579297423,0,88.9908256880734,80,84.4954128440367,"House"
"93","5131","KEITH, Hastings","200","MA",0,0.148,"-0.41",26,1,3,10,0.734337270259857,0.9,0.243024781346321,0,96.2962962962963,76.9230769230769,86.6096866096866,"House"
"94","10540","NEDZI, Lucien Norbert","100","MI",0,-0.427,"0.002",106,16,6,35,0.774044334888458,0.865030674846626,-0.0619647353887558,0,86.8852459016393,85.3658536585366,86.125549780088,"House"
"95","10597","HUTCHINSON, J. Edward","200","MI",0,0.444,"-0.036",58,6,8,40,0.736465632915497,0.875,0.388327479362488,0,90.625,83.3333333333333,86.9791666666667,"House"
"96","3268","FORD, Gerald Rudolph, Jr.","200","MI",0,0.281,"-0.433",28,5,5,12,0.709734976291656,0.8,0.204575538635254,0,84.8484848484848,70.5882352941177,77.7183600713012,"House"
"97","1620","CHAMBERLAIN, Charles Ernest","200","MI",0,0.247,"-0.191",39,7,4,15,0.70533037185669,0.830769230769231,0.288666814565659,0,84.7826086956522,78.9473684210526,81.8649885583524,"House"
"98","7043","O'HARA, James Grant","100","MI",0,-0.45,"0.127",63,9,6,19,0.710219323635101,0.845360824742268,-0.0271030105650425,0,87.5,76,81.75,"House"
"99","10526","HARVEY, James","200","MI",0,0.2,"-0.414",31,4,5,12,0.710727751255035,0.826923076923077,0.271401792764664,0,88.5714285714286,70.5882352941177,79.5798319327731,"House"
"100","1610","CEDERBERG, Elford Albin","200","MI",0,0.27,"-0.144",90,14,9,31,0.720938622951508,0.840277777777778,0.28642863035202,0,86.5384615384615,77.5,82.0192307692308,"House"
"101","2594","DIGGS, Charles Coles, Jr.","100","MI",0,-0.539,"-0.088",56,6,5,23,0.771803379058838,0.877777777777778,-0.0450494885444641,0,90.3225806451613,82.1428571428571,86.2327188940092,"House"
"102","2605","DINGELL, John David, Jr.","100","MI",0,-0.448,"0.313",429,61,37,217,0.724557638168335,0.868279569892473,-0.192289710044861,0,87.5510204081633,85.4330708661417,86.4920456371525,"House"
"103","3830","GRIFFITHS, Martha Wright","100","MI",0,-0.344,"0.138",34,4,3,14,0.756824731826782,0.872727272727273,0.0242522750049829,0,89.4736842105263,82.3529411764706,85.9133126934985,"House"
"104","1087","BROOMFIELD, William S.","200","MI",0,0.227,"-0.309",156,21,25,56,0.664452612400055,0.821705426356589,0.242538765072823,0,88.135593220339,69.1358024691358,78.6356978447374,"House"
"105","7671","QUIE, Albert Harold","200","MN",0,0.189,"-0.386",83,11,12,26,0.697814226150513,0.825757575757576,0.130866348743439,0,88.2978723404255,68.421052631579,78.3594624860022,"House"
"106","6860","NELSEN, Ancher","200","MN",0,0.268,"-0.234",30,7,5,14,0.634492933750153,0.785714285714286,0.179204896092415,0,81.0810810810811,73.6842105263158,77.3826458036984,"House"
"107","5098","KARTH, Joseph Edward","100","MN",0,-0.386,"-0.025",62,4,2,19,0.840593874454498,0.931034482758621,-0.118859454989433,0,93.9393939393939,90.4761904761905,92.2077922077922,"House"
"108","10585","FRASER, Donald MacKay","100","MN",0,-0.469,"-0.466",88,4,1,32,0.900363743305206,0.96,-0.241218045353889,0,95.6521739130435,96.969696969697,96.3109354413702,"House"
"109","789","BLATNIK, John Anton","100","MN",0,-0.48,"0.127",27,3,3,15,0.771368265151978,0.875,0.0614636838436127,0,90,83.3333333333333,86.6666666666667,"House"
"110","13","ABERNETHY, Thomas Gerstle","100","MS",0,0.052,"0.999",15,4,2,9,0.649890422821045,0.8,0.468115150928497,0,78.9473684210526,81.8181818181818,80.3827751196172,"House"
"111","10075","WHITTEN, Jamie Lloyd","100","MS",0,-0.161,"0.987",155,45,18,64,0.652967572212219,0.776595744680851,0.233819246292114,0,77.5,78.0487804878049,77.7743902439024,"House"
"112","1952","COLMER, William Meyers","100","MS",0,0.052,"0.999",13,6,3,12,0.637117862701416,0.735294117647059,0.413520008325577,0,68.421052631579,80,74.2105263157895,"House"
"113","9072","SULLIVAN, Leonor Kretzer","100","MO",0,-0.386,"0.299",56,8,9,20,0.681175827980042,0.817204301075269,0.067164696753025,0,87.5,68.9655172413793,78.2327586206897,"House"
"114","7717","RANDALL, William Joseph","100","MO",0,-0.184,"0.568",60,9,10,25,0.648930370807648,0.817307692307692,0.208792194724083,0,86.9565217391304,71.4285714285714,79.1925465838509,"House"
"115","835","BOLLING, Richard Walker","100","MO",0,-0.504,"0.171",87,15,4,31,0.779326677322388,0.861313868613139,-0.0359646044671535,0,85.2941176470588,88.5714285714286,86.9327731092437,"House"
"116","4724","HULL, William Raleigh, Jr.","100","MO",0,-0.112,"0.766",19,5,0,10,0.663908064365387,0.852941176470588,0.232632100582123,0,79.1666666666667,100,89.5833333333333,"House"
"117","10523","HALL, Durward Gorham","200","MO",0,0.796,"0.317",12,5,2,25,0.641511499881744,0.840909090909091,0.677802562713623,0,70.5882352941177,92.5925925925926,81.5904139433551,"House"
"118","10528","ICHORD, Richard Howard, II","100","MO",0,0.001,"0.707",72,23,11,46,0.688878118991852,0.776315789473684,0.354396998882294,0,75.7894736842105,80.7017543859649,78.2456140350877,"House"
"119","10534","MARTIN, David Thomas","200","NE",0,0.33,"0.245",32,6,3,21,0.735006034374237,0.854838709677419,0.461400270462036,0,84.2105263157895,87.5,85.8552631578947,"House"
"120","433","BARING, Walter Stephan, Jr.","100","NV",0,-0.056,"0.534",13,4,0,7,0.745613157749176,0.833333333333333,0.289691716432571,0,76.4705882352941,100,88.2352941176471,"House"
"121","10639","WYMAN, Louis Crosby","200","NH",0,0.236,"-0.058",34,6,5,12,0.676728308200836,0.807017543859649,0.2324578166008,0,85,70.5882352941177,77.7941176470588,"House"
"122","10581","CLEVELAND, James Colgate","200","NH",0,0.218,"-0.343",100,16,12,36,0.678345918655396,0.829268292682927,0.203845366835594,0,86.2068965517241,75,80.6034482758621,"House"
"123","9322","THOMPSON, Frank, Jr.","100","NJ",0,-0.511,"-0.165",88,11,7,33,0.766287922859192,0.870503597122302,-0.113115295767784,0,88.8888888888889,82.5,85.6944444444444,"House"
"124","3364","FRELINGHUYSEN, Peter Hood Ballantine, Jr.","200","NJ",0,0.172,"-0.506",32,4,5,16,0.703658103942871,0.842105263157895,0.131832867860794,0,88.8888888888889,76.1904761904762,82.5396825396825,"House"
"125","2804","DWYER, Florence Price","200","NJ",0,0.071,"-0.657",18,2,3,5,0.675372302532196,0.821428571428571,0.0742416977882385,0,90,62.5,76.25,"House"
"126","10091","WIDNALL, William Beck","200","NJ",0,0.125,"-0.45",34,5,3,14,0.717714905738831,0.857142857142857,0.238743275403976,0,87.1794871794872,82.3529411764706,84.7662141779789,"House"
"127","8010","RODINO, Peter Wallace, Jr.","100","NJ",0,-0.435,"-0.224",158,7,3,64,0.866217136383057,0.956896551724138,-0.20241567492485,0,95.7575757575758,95.5223880597015,95.6399819086386,"House"
"128","10609","MINISH, Joseph George","100","NJ",0,-0.299,"-0.098",139,11,3,61,0.831667184829712,0.934579439252336,-0.157981365919113,0,92.6666666666667,95.3125,93.9895833333333,"House"
"129","3433","GALLAGHER, Cornelius Edward","100","NJ",0,-0.44,"-0.095",28,2,0,5,0.840244472026825,0.942857142857143,-0.0555536262691021,0,93.3333333333333,100,96.6666666666667,"House"
"130","2329","DANIELS, Dominick Vincent","100","NJ",0,-0.386,"0.1",75,5,6,23,0.788426458835602,0.89908256880734,-0.0457342267036438,0,93.75,79.3103448275862,86.5301724137931,"House"
"131","10613","PATTEN, Edward James","100","NJ",0,-0.424,"0.243",108,12,6,44,0.766065180301666,0.894117647058824,-0.00648604659363627,0,90,88,89,"House"
"132","10545","PIKE, Otis Grey","100","NY",0,-0.162,"-0.125",92,16,5,31,0.718859791755676,0.854166666666667,-0.0874062329530716,0,85.1851851851852,86.1111111111111,85.6481481481482,"House"
"133","10592","GROVER, James Russell, Jr.","200","NY",0,0.25,"-0.276",32,10,4,13,0.636813580989838,0.76271186440678,0.238547846674919,0,76.1904761904762,76.4705882352941,76.3305322128851,"House"
"134","10638","WYDLER, John Waldemar","200","NY",0,0.277,"-0.592",74,26,17,30,0.556663751602173,0.707482993197279,0.0888988599181175,0,74,63.8297872340426,68.9148936170213,"House"
"135","3967","HALPERN, Seymour","200","NY",0,-0.094,"-0.755",24,1,1,6,0.768228232860565,0.9375,-0.153954416513443,0,96,85.7142857142857,90.8571428571429,"House"
"136","10500","ADDABBO, Joseph Patrick","100","NY",0,-0.402,"-0.084",141,9,10,51,0.794296324253082,0.909952606635071,-0.147722408175468,0,94,83.6065573770492,88.8032786885246,"House"
"137","10551","ROSENTHAL, Benjamin Stanley","100","NY",0,-0.562,"-0.491",117,6,2,46,0.876767635345459,0.953216374269006,-0.355164885520935,0,95.1219512195122,95.8333333333333,95.4776422764228,"House"
"138","2476","DELANEY, James Joseph","100","NY",0,-0.303,"0.199",79,11,14,25,0.701820552349091,0.806201550387597,0.028746735304594,0,87.7777777777778,64.1025641025641,75.9401709401709,"House"
"139","1611","CELLER, Emanuel","100","NY",0,-0.457,"-0.237",21,4,0,5,0.781874299049377,0.866666666666667,-0.014107933267951,0,84,100,92,"House"
"140","8049","ROONEY, John James","100","NY",0,-0.384,"0.161",19,8,3,12,0.523534297943115,0.738095238095238,0.123855374753475,0,70.3703703703704,80,75.1851851851852,"House"
"141","10508","CAREY, Hugh Leo","100","NY",0,-0.351,"-0.271",24,9,2,13,0.614628255367279,0.770833333333333,0.0187833141535521,0,72.7272727272727,86.6666666666667,79.6969696969697,"House"
"142","10611","MURPHY, John Michael","100","NY",0,-0.406,"0.386",90,12,10,31,0.752187728881836,0.846153846153846,0.0129887675866485,0,88.2352941176471,75.609756097561,81.922525107604,"House"
"143","10555","RYAN, William Fitts","100","NY",0,-0.619,"-0.785",29,0,0,10,0.936881065368652,1,-0.480769842863083,0,100,100,100,"House"
"144","10618","REID, Ogden Rogers","200","NY",0,-0.068,"-0.998",24,0,1,8,0.89105886220932,0.96969696969697,-0.285014182329178,0,100,88.8888888888889,94.4444444444444,"House"
"145","10530","KING, Carleton James","200","NY",0,0.322,"0.017",29,5,2,20,0.664548516273499,0.875,0.343472003936768,0,85.2941176470588,90.9090909090909,88.1016042780749,"House"
"146","7467","PIRNIE, Alexander","200","NY",0,0.141,"-0.251",25,0,1,13,0.802896320819855,0.974358974358974,0.210959076881409,0,100,92.8571428571429,96.4285714285714,"House"
"147","7995","ROBISON, Howard Winfield","200","NY",0,0.263,"-0.755",31,6,6,14,0.652972161769867,0.789473684210526,0.171704903244972,0,83.7837837837838,70,76.8918918918919,"House"
"148","9017","STRATTON, Samuel Studdiford","100","NY",0,-0.139,"0.208",136,28,26,52,0.636777818202972,0.776859504132231,0.157814264297485,0,82.9268292682927,66.6666666666667,74.7967479674797,"House"
"149","10596","HORTON, Frank Jefferson","200","NY",0,-0.004,"-0.359",160,13,24,62,0.729036808013916,0.857142857142857,0.07734514772892,0,92.485549132948,72.093023255814,82.289286194381,"House"
"150","2752","DULSKI, Thaddeus Joseph","100","NY",0,-0.25,"0.098",38,5,7,9,0.620828449726105,0.796610169491525,0.0570083633065224,0,88.3720930232558,56.25,72.3110465116279,"House"
"151","3321","FOUNTAIN, Lawrence H.","100","NC",0,-0.041,"0.73",115,24,9,43,0.672234177589417,0.827225130890052,0.274547696113586,0,82.7338129496403,82.6923076923077,82.713060320974,"House"
"152","10527","HENDERSON, David Newton","100","NC",0,-0.108,"0.982",50,13,8,30,0.661577641963959,0.792079207920792,0.321776866912842,0,79.3650793650794,78.9473684210526,79.156223893066,"House"
"153","5606","LENNON, Alton Asa","100","NC",0,0.048,"0.941",27,4,2,12,0.658514499664307,0.866666666666667,0.278213948011398,0,87.0967741935484,85.7142857142857,86.405529953917,"House"
"154","5019","JONAS, Charles Raper","200","NC",0,0.304,"0.321",16,5,5,11,0.654821157455444,0.72972972972973,0.394055724143982,0,76.1904761904762,68.75,72.4702380952381,"House"
"155","10574","BROYHILL, James Thomas","200","NC",0,0.269,"0.021",128,20,14,55,0.69499397277832,0.84331797235023,0.307807475328445,0,86.4864864864865,79.7101449275362,83.0983157070114,"House"
"156","9230","TAYLOR, Roy Arthur","100","NC",0,-0.069,"0.635",68,10,6,30,0.711756587028503,0.859649122807018,0.174640163779259,0,87.1794871794872,83.3333333333333,85.2564102564103,"House"
"157","10510","CLANCY, Donald Daniel","200","OH",0,0.403,"-0.002",59,9,5,24,0.708357274532318,0.855670103092783,0.318818926811218,0,86.7647058823529,82.7586206896552,84.761663286004,"House"
"158","6204","McCULLOCH, William Moore","200","OH",0,0.287,"-0.237",22,2,1,7,0.743008136749268,0.90625,0.275596231222153,0,91.6666666666667,87.5,89.5833333333333,"House"
"159","5495","LATTA, Delbert Leroy","200","OH",0,0.391,"-0.084",134,24,25,67,0.657798111438751,0.804,0.342410236597061,0,84.8101265822785,72.8260869565217,78.8181067694001,"House"
"160","10525","HARSHA, William Howard","200","OH",0,0.188,"0.122",93,19,12,28,0.667554378509521,0.796052631578947,0.239923700690269,0,83.0357142857143,70,76.5178571428571,"House"
"161","680","BETTS, Jackson Edward","200","OH",0,0.359,"-0.03",24,1,2,15,0.77284973859787,0.928571428571429,0.376145124435425,0,96,88.2352941176471,92.1176470588235,"House"
"162","267","ASHLEY, Thomas William Ludlow","100","OH",0,-0.35,"-0.049",99,13,4,38,0.781393945217133,0.88961038961039,-0.0444954559206963,0,88.3928571428571,90.4761904761905,89.4345238095238,"House"
"163","2533","DEVINE, Samuel Leeper","200","OH",0,0.502,"0.074",82,9,9,58,0.747299790382385,0.886075949367089,0.436273127794266,0,90.1098901098901,86.5671641791045,88.3385271444973,"House"
"164","10539","MOSHER, Charles Adams","200","OH",0,0.177,"-0.984",52,16,9,24,0.613418519496918,0.752475247524752,0.0730881541967392,0,76.4705882352941,72.7272727272727,74.5989304812834,"House"
"165","891","BOW, Frank Townsend","200","OH",0,0.373,"-0.098",17,1,1,12,0.739401161670685,0.935483870967742,0.410505056381226,0,94.4444444444444,92.3076923076923,93.3760683760684,"House"
"166","10502","ASHBROOK, John Milan","200","OH",0,0.612,"0.239",51,11,9,78,0.686467409133911,0.865771812080537,0.627902746200562,0,82.258064516129,89.6551724137931,85.9566184649611,"House"
"167","4247","HAYS, Wayne Levere","100","OH",0,-0.304,"0.355",56,4,2,7,0.811489939689636,0.91304347826087,-0.0534146092832088,0,93.3333333333333,77.7777777777778,85.5555555555556,"House"
"168","9623","VANIK, Charles Albert","100","OH",0,-0.366,"-0.374",110,12,2,39,0.78217226266861,0.914110429447853,-0.253085523843765,0,90.1639344262295,95.1219512195122,92.6429428228709,"House"
"169","6548","MINSHALL, William Edwin, Jr.","200","OH",0,0.312,"-0.192",28,2,10,7,0.668762624263763,0.74468085106383,0.121762961149216,0,93.3333333333333,41.1764705882353,67.2549019607843,"House"
"170","590","BELCHER, Page Henry","200","OK",0,0.275,"0.173",24,2,2,15,0.771281182765961,0.906976744186046,0.370427221059799,0,92.3076923076923,88.2352941176471,90.2714932126697,"House"
"171","2854","EDMONDSON, Edmond Augustus","100","OK",0,-0.34,"0.582",20,4,0,14,0.760657787322998,0.894736842105263,0.181850776076317,0,83.3333333333333,100,91.6666666666667,"House"
"172","62","ALBERT, Carl Bert","100","OK",0,-0.392,"0.591",14,1,0,13,0.77957957983017,0.964285714285714,0.150291427969933,0,93.3333333333333,100,96.6666666666667,"House"
"173","8866","STEED, Thomas Jefferson","100","OK",0,-0.279,"0.776",98,15,7,36,0.704289078712463,0.858974358974359,0.212235987186432,0,86.7256637168142,83.7209302325581,85.2232969746861,"House"
"174","4891","JARMAN, John","100","OK",0,-0.017,"0.592",34,7,5,17,0.666505515575409,0.80952380952381,0.157679542899132,0,82.9268292682927,77.2727272727273,80.09977827051,"House"
"175","9551","ULLMAN, Albert Conrad","100","OR",0,-0.367,"0.405",95,9,8,33,0.73234611749649,0.882758620689655,0.18099445104599,0,91.3461538461538,80.4878048780488,85.9169793621013,"House"
"176","3775","GREEN, Edith Starrett","100","OR",0,-0.243,"0.236",23,5,4,13,0.67855829000473,0.8,0.0955753028392792,0,82.1428571428571,76.4705882352941,79.3067226890756,"House"
"177","10582","DUNCAN, Robert Blackford","100","OR",0,-0.341,"0.409",58,8,4,24,0.757521271705627,0.872340425531915,0.132958382368088,0,87.8787878787879,85.7142857142857,86.7965367965368,"House"
"178","465","BARRETT, William Aloysius","100","PA",0,-0.469,"0.098",36,6,2,19,0.733189046382904,0.873015873015873,0.0651839822530746,0,85.7142857142857,90.4761904761905,88.0952380952381,"House"
"179","6936","NIX, Robert Nelson Cornelius, Sr.","100","PA",0,-0.536,"0.141",67,14,4,22,0.71728503704071,0.831775700934579,-0.0107692964375019,0,82.716049382716,84.6153846153846,83.6657169990503,"House"
"180","1368","BYRNE, James Aloysius","100","PA",0,-0.435,"0.112",26,3,0,10,0.764201760292053,0.923076923076923,0.00919762905687094,0,89.6551724137931,100,94.8275862068966,"House"
"181","10607","McDADE, Joseph Michael","200","PA",0,0.093,"-0.355",186,41,35,102,0.661278784275055,0.791208791208791,0.14858303964138,0,81.9383259911894,74.4525547445255,78.1954403678575,"House"
"182","3224","FLOOD, Daniel John","100","PA",0,-0.377,"0.344",92,6,6,38,0.775164902210236,0.915492957746479,0.0714283734560013,0,93.8775510204082,86.3636363636364,90.1205936920223,"House"
"183","9975","WHALLEY, John Irving","200","PA",0,0.191,"-0.086",19,3,3,11,0.729590237140656,0.833333333333333,0.282807648181915,0,86.3636363636364,78.5714285714286,82.4675324675325,"House"
"184","6661","MOORHEAD, William Singer","100","PA",0,-0.416,"-0.004",105,10,5,33,0.803328275680542,0.901960784313726,-0.0605620965361595,0,91.304347826087,86.8421052631579,89.0732265446224,"House"
"185","8268","SCHNEEBELI, Herman Theodore","200","PA",0,0.389,"-0.446",56,7,10,35,0.696324527263641,0.842592592592593,0.36584934592247,0,88.8888888888889,77.7777777777778,83.3333333333333,"House"
"186","10521","GOODLING, George Atlee","200","PA",0,0.455,"0.018",37,1,4,20,0.764351546764374,0.919354838709677,0.360822230577469,0,97.3684210526316,83.3333333333333,90.3508771929825,"House"
"187","2513","DENT, John Herman","100","PA",0,-0.384,"0.445",64,9,10,19,0.69868928194046,0.813725490196078,0.113595828413963,0,87.6712328767123,65.5172413793103,76.5942371280113,"House"
"188","8247","SAYLOR, John Phillips","200","PA",0,0.133,"-0.104",34,2,6,6,0.667889416217804,0.833333333333333,-0.00192070938646793,0,94.4444444444444,50,72.2222222222222,"House"
"189","1763","CLARK, Frank Monroe","100","PA",0,-0.292,"0.261",30,2,0,14,0.770059466362,0.956521739130435,0.093930147588253,0,93.75,100,96.875,"House"
"190","6685","MORGAN, Thomas Ellsworth","100","PA",0,-0.396,"0.226",67,6,2,25,0.781659245491028,0.92,0.0152365025132895,0,91.7808219178082,92.5925925925926,92.1867072552004,"House"
"191","3409","FULTON, James Grove","200","PA",0,0.012,"-0.503",15,1,4,3,0.731710731983185,0.782608695652174,0.107103109359741,0,93.75,42.8571428571429,68.3035714285714,"House"
"192","10561","ST. GERMAIN, Fernand Joseph","100","RI",0,-0.355,"-0.091",145,20,5,55,0.77375453710556,0.888888888888889,-0.0558685697615147,0,87.8787878787879,91.6666666666667,89.7727272727273,"House"
