"","icpsr","name","party_code","state_abbrev","ambiguity","dim1","dim2","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","se1D","prop1","prop2","prop3","chamber"
"1297","29712","MALONEY, James H.","100","CT",0,-0.244,"-0.053",38,4,2,29,0.79555994272232,0.917808219178082,-0.227952867746353,0,90.4761904761905,93.5483870967742,92.0122887864823,"House"
"1298","29713","BOYD, F. Allen, Jr.","100","FL",0,-0.181,"0.414",83,15,9,54,0.733083128929138,0.850931677018634,0.0665306448936462,0,84.6938775510204,85.7142857142857,85.2040816326531,"House"
"1299","29714","DAVIS, Jim","100","FL",0,-0.278,"0.025",47,3,4,36,0.813579976558685,0.922222222222222,-0.11984009295702,0,94,90,92,"House"
"1300","29715","WEXLER, Robert","100","FL",0,-0.392,"-0.193",89,7,3,58,0.85502552986145,0.936305732484076,-0.270655989646912,0,92.7083333333333,95.0819672131148,93.895150273224,"House"
"1301","29716","BLAGOJEVICH, Rod R.","100","IL",0,-0.317,"-0.188",32,2,5,31,0.832196176052094,0.9,-0.4246746301651,0,94.1176470588235,86.1111111111111,90.1143790849673,"House"
"1302","29717","DAVIS, Danny K.","100","IL",0,-0.486,"-0.26",364,7,12,264,0.936997950077057,0.970633693972179,-0.523061037063599,0,98.1132075471698,95.6521739130435,96.8826907301066,"House"
"1303","29718","SHIMKUS, John M.","200","IL",0,0.375,"0.154",289,23,12,331,0.882726848125458,0.946564885496183,0.637098252773285,0,92.6282051282051,96.5014577259475,94.5648314270763,"House"
"1304","29719","PEASE, Edward Allan","200","IN",0,0.413,"-0.129",21,5,10,23,0.58243316411972,0.745762711864407,0.288448214530945,0,80.7692307692308,69.6969696969697,75.2331002331002,"House"
"1305","29720","CARSON, Julia May","100","IN",0,-0.464,"-0.156",61,1,6,44,0.865022122859955,0.9375,-0.536216974258423,0,98.3870967741936,88,93.1935483870968,"House"
"1306","29721","BOSWELL, Leonard L.","100","IA",0,-0.238,"0.289",138,32,37,104,0.637848317623138,0.778135048231511,-0.0356137976050377,0,81.1764705882353,73.7588652482269,77.4676679182311,"House"
"1307","29722","MORAN, Jerry","200","KS",0,0.416,"0.212",70,11,11,79,0.727091133594513,0.871345029239766,0.682448625564575,0,86.4197530864197,87.7777777777778,87.0987654320988,"House"
"1308","29723","RYUN, Jim","200","KS",0,0.547,"0.267",49,1,0,48,0.90124124288559,0.989795918367347,0.719286680221558,0,98,100,99,"House"
"1309","29724","SNOWBARGER, Vincent K.","200","KS",0,0.522,"0.165",11,0,1,13,0.860551834106445,0.96,0.755784809589386,0,100,92.8571428571429,96.4285714285714,"House"
"1310","29725","NORTHUP, Anne Meagher","200","KY",0,0.335,"-0.035",47,4,2,45,0.845524966716766,0.938775510204082,0.550620675086975,0,92.156862745098,95.7446808510638,93.9507717980809,"House"
"1311","29726","COOKSEY, John","200","LA",0,0.334,"0.014",31,1,8,32,0.70454216003418,0.875,0.398074716329575,0,96.875,80,88.4375,"House"
"1312","29727","JOHN, Christopher","100","LA",0,-0.12,"0.735",29,10,5,34,0.696283042430878,0.807692307692308,0.173961475491524,0,74.3589743589744,87.1794871794872,80.7692307692308,"House"
"1313","29728","ALLEN, Thomas H.","100","ME",0,-0.4,"-0.105",79,3,5,49,0.860652565956116,0.941176470588235,-0.271508187055588,0,96.3414634146341,90.7407407407407,93.5411020776874,"House"
"1314","29729","McGOVERN, James P.","100","MA",0,-0.538,"-0.323",387,4,3,283,0.962378919124603,0.989660265878877,-0.740312576293945,0,98.9769820971867,98.951048951049,98.9640155241178,"House"
"1315","29730","TIERNEY, John F.","100","MA",0,-0.488,"-0.433",236,5,2,162,0.941764235496521,0.982716049382716,-0.861090838909149,0,97.9253112033195,98.780487804878,98.3528995040988,"House"
"1316","29731","DELAHUNT, Bill","100","MA",0,-0.495,"-0.293",105,2,3,58,0.918149054050446,0.970238095238095,-0.577945947647095,0,98.1308411214953,95.0819672131148,96.606404167305,"House"
"1317","29732","STABENOW, Deborah Ann","100","MI",0,-0.343,"-0.017",27,4,3,26,0.804223120212555,0.883333333333333,-0.323135197162628,0,87.0967741935484,89.6551724137931,88.3759733036707,"House"
"1318","29733","KILPATRICK, Carolyn Cheeks","100","MI",0,-0.491,"-0.172",98,7,1,56,0.863705515861511,0.950617283950617,-0.250243812799454,0,93.3333333333333,98.2456140350877,95.7894736842105,"House"
"1319","29734","PICKERING, Charles W. (Chip), Jr.","200","MS",0,0.342,"0.325",63,4,5,58,0.816499531269073,0.930769230769231,0.563830733299255,0,94.0298507462687,92.0634920634921,93.0466714048804,"House"
"1320","29735","BLUNT, Roy","200","MO",0,0.398,"0.18",69,8,6,87,0.846872866153717,0.917647058823529,0.721883058547974,0,89.6103896103896,93.5483870967742,91.5793883535819,"House"
"1321","29736","EMERSON, Jo Ann","200","MO",0,0.269,"0.274",129,7,8,167,0.867796063423157,0.951768488745981,0.598328113555908,0,94.8529411764706,95.4285714285714,95.140756302521,"House"
"1322","29737","HULSHOF, Kenny","200","MO",0,0.363,"0.281",63,3,8,56,0.784980118274689,0.915384615384615,0.570680975914001,0,95.4545454545455,87.5,91.4772727272727,"House"
"1323","29738","HILL, Rick","200","MT",0,0.424,"0.587",33,1,4,20,0.769714713096619,0.913793103448276,0.5982905626297,0,97.0588235294118,83.3333333333333,90.1960784313726,"House"
"1324","29739","GIBBONS, James A.","200","NV",0,0.484,"-0.088",34,12,14,35,0.478189766407013,0.726315789473684,0.495229065418243,0,73.9130434782609,71.4285714285714,72.6708074534161,"House"
"1325","29740","SUNUNU, John E.","200","NH",0,0.473,"-0.52",33,5,7,23,0.697713077068329,0.823529411764706,0.510039269924164,0,86.8421052631579,76.6666666666667,81.7543859649123,"House"
"1326","29741","PASCRELL, William J., Jr.","100","NJ",0,-0.368,"-0.006",380,5,8,277,0.947208046913147,0.980597014925373,-0.534246265888214,0,98.7012987012987,97.1929824561404,97.9471405787195,"House"
"1327","29742","ROTHMAN, Steven","100","NJ",0,-0.352,"-0.092",188,3,6,115,0.911756694316864,0.971153846153846,-0.59478497505188,0,98.4293193717278,95.0413223140496,96.7353208428887,"House"
"1328","29743","PAPPAS, Michael James","200","NJ",0,0.361,"-0.319",9,3,6,9,0.52450704574585,0.666666666666667,0.241710335016251,0,75,60,67.5,"House"
"1329","29744","McCARTHY, Carolyn","100","NY",0,-0.294,"-0.04",195,6,13,119,0.864403128623962,0.942942942942943,-0.352203071117401,0,97.0149253731343,90.1515151515152,93.5832202623247,"House"
"1330","29745","ETHERIDGE, Bobby R.","100","NC",0,-0.288,"0.288",99,9,4,59,0.830524802207947,0.923976608187134,-0.104127548635006,0,91.6666666666667,93.6507936507936,92.6587301587302,"House"
"1331","29746","McINTYRE, Mike","100","NC",0,-0.148,"0.56",185,25,51,129,0.642194390296936,0.805128205128205,0.000885790737811476,0,88.0952380952381,71.6666666666667,79.8809523809524,"House"
"1332","29748","KUCINICH, Dennis","100","OH",0,-0.582,"0.024",193,5,3,118,0.935469448566437,0.974921630094044,-0.761909663677216,0,97.4747474747475,97.5206611570248,97.4977043158861,"House"
"1333","29749","WATKINS, Wesley Wade","200","OK",0,0.368,"0.374",34,6,2,30,0.72750186920166,0.888888888888889,0.566943049430847,0,85,93.75,89.375,"House"
"1334","29750","HOOLEY, Darlene","100","OR",0,-0.315,"-0.075",76,3,4,54,0.836534559726715,0.948905109489051,-0.473083794116974,0,96.2025316455696,93.1034482758621,94.6529899607158,"House"
"1335","29751","PETERSON, John","200","PA",0,0.34,"0.24",63,4,3,60,0.853779077529907,0.946153846153846,0.594611763954163,0,94.0298507462687,95.2380952380952,94.633972992182,"House"
"1336","29752","PITTS, Joseph R.","200","PA",0,0.538,"0.012",224,11,16,273,0.893707275390625,0.948473282442748,0.682568073272705,0,95.3191489361702,94.4636678200692,94.8914083781197,"House"
"1337","29753","WEYGAND, Robert A.","100","RI",0,-0.33,"0.183",30,1,0,28,0.926831603050232,0.983050847457627,-0.760881066322327,0,96.7741935483871,100,98.3870967741936,"House"
"1338","29754","THUNE, John","200","SD",0,0.429,"0.223",33,4,7,29,0.737617790699005,0.849315068493151,0.450324982404709,0,89.1891891891892,80.5555555555556,84.8723723723724,"House"
"1339","29755","JENKINS, William Lewis","200","TN",0,0.396,"0.349",44,2,4,45,0.826388537883759,0.936842105263158,0.51783812046051,0,95.6521739130435,91.8367346938776,93.7444543034605,"House"
"1340","29756","FORD, Harold, Jr.","100","TN",0,-0.359,"0.311",42,7,7,32,0.735413610935211,0.840909090909091,-0.154674664139748,0,85.7142857142857,82.051282051282,83.8827838827839,"House"
"1341","29757","SANDLIN, Max A.","100","TX",0,-0.25,"0.546",35,7,4,35,0.663873076438904,0.864197530864197,0.135744512081146,0,83.3333333333333,89.7435897435898,86.5384615384615,"House"
"1342","29758","TURNER, Jim","100","TX",0,-0.185,"0.606",30,9,8,34,0.655073285102844,0.790123456790123,0.168256744742393,0,76.9230769230769,80.952380952381,78.9377289377289,"House"
"1343","29759","SESSIONS, Pete","200","TX",0,0.588,"0.149",278,7,9,327,0.920054912567139,0.974235104669887,0.740372776985168,0,97.5438596491228,97.3214285714286,97.4326441102757,"House"
"1344","29760","BRADY, Kevin Patrick","200","TX",0,0.52,"0.239",287,12,9,348,0.918121039867401,0.967987804878049,0.755529284477234,0,95.9866220735786,97.4789915966387,96.7328068351086,"House"
"1345","29761","LAMPSON, Nicholas V.","100","TX",0,-0.179,"0.186",56,9,11,37,0.674642145633698,0.823008849557522,-0.00961170811206102,0,86.1538461538462,77.0833333333333,81.6185897435898,"House"
"1346","29762","GRANGER, Kay","200","TX",0,0.404,"0.235",283,16,9,328,0.890751719474792,0.960691823899371,0.670936763286591,0,94.6488294314381,97.3293768545994,95.9891031430188,"House"
"1347","29763","HINOJOSA, Rubén","100","TX",0,-0.34,"0.235",248,25,13,170,0.81186181306839,0.916666666666667,-0.250700742006302,0,90.8424908424908,92.896174863388,91.8693328529394,"House"
"1348","29764","REYES, Silvestre","100","TX",0,-0.321,"0.304",161,24,11,109,0.77498584985733,0.885245901639344,-0.246679708361626,0,87.027027027027,90.8333333333333,88.9301801801802,"House"
"1349","29771","RODRIGUEZ, Ciro D.","100","TX",0,-0.349,"0.238",84,14,9,47,0.758186280727386,0.850649350649351,-0.0844356417655945,0,85.7142857142857,83.9285714285714,84.8214285714286,"House"
"1350","29765","COOK, Merrill","200","UT",0,0.364,"-0.059",30,2,2,21,0.807645857334137,0.927272727272727,0.644052386283875,0,93.75,91.304347826087,92.5271739130435,"House"
"1351","29766","CANNON, Christopher B.","200","UT",0,0.596,"0.017",58,5,11,60,0.75314849615097,0.880597014925373,0.82140177488327,0,92.0634920634921,84.5070422535211,88.2852671585066,"House"
"1352","29767","GOODE, Virgil H., Jr.","100","VA",0,0.118,"0.993",8,3,5,16,0.636772334575653,0.75,0.275049030780792,0,72.7272727272727,76.1904761904762,74.4588744588745,"House"
"1353","29768","SMITH, Adam","100","WA",0,-0.288,"-0.165",337,9,15,253,0.909537017345428,0.960912052117264,-0.511007487773895,0,97.3988439306358,94.4029850746269,95.9009145026314,"House"
"1354","29769","KIND, Ron","100","WI",0,-0.26,"-0.08",345,29,22,254,0.809901833534241,0.921538461538462,-0.215783223509789,0,92.2459893048128,92.0289855072464,92.1374874060296,"House"
"1355","29770","JOHNSON, Jay W.","100","WI",0,-0.321,"0.114",13,1,2,11,0.757950067520142,0.888888888888889,-0.0430062115192413,0,92.8571428571429,84.6153846153846,88.7362637362637,"House"
"1356","29772","REDMOND, William Thomas","200","NM",0,0.3,"0.317",11,1,0,13,0.875524759292603,0.96,0.592476665973663,0,91.6666666666667,100,95.8333333333333,"House"
"1357","29778","LEE, Barbara","100","CA",0,-0.677,"-0.569",372,2,2,273,0.96627414226532,0.993836671802773,-0.737971067428589,0,99.4652406417112,99.2727272727273,99.3689839572193,"House"
"1358","29774","CAPPS, Lois","100","CA",0,-0.389,"-0.227",288,5,9,215,0.932336747646332,0.972920696324952,-0.437160044908524,0,98.2935153583618,95.9821428571429,97.1378291077523,"House"
"1359","29775","BONO, Mary","200","CA",0,0.353,"-0.218",122,13,16,144,0.790008544921875,0.901694915254237,0.460725218057632,0,90.3703703703704,90,90.1851851851852,"House"
"1360","29779","WILSON, Heather","200","NM",0,0.247,"-0.027",54,6,10,49,0.695933043956757,0.865546218487395,0.441117316484451,0,90,83.0508474576271,86.5254237288136,"House"
"1361","29776","MEEKS, Gregory W.","100","NY",0,-0.415,"-0.072",348,7,6,258,0.932600855827332,0.978998384491115,-0.551055550575256,0,98.0281690140845,97.7272727272727,97.8777208706786,"House"
"1362","29773","FOSSELLA, Vito John","200","NY",0,0.426,"-0.336",57,11,15,39,0.666500270366669,0.786885245901639,0.475687384605408,0,83.8235294117647,72.2222222222222,78.0228758169935,"House"
"1363","29777","BRADY, Robert A.","100","PA",0,-0.484,"0.225",307,10,11,250,0.900257229804993,0.963667820069204,-0.393643647432327,0,96.8454258675079,95.7854406130268,96.3154332402674,"House"
"1364","29901","THOMPSON, Michael","100","CA",0,-0.393,"0.068",360,12,12,267,0.906272232532501,0.963133640552995,-0.408469080924988,0,96.7741935483871,95.6989247311828,96.236559139785,"House"
"1365","29902","OSE, Doug","200","CA",0,0.289,"-0.316",26,3,4,18,0.765448927879333,0.862745098039216,0.592186450958252,0,89.6551724137931,81.8181818181818,85.7366771159875,"House"
"1366","29903","NAPOLITANO, Grace Flores","100","CA",0,-0.449,"-0.245",345,3,0,262,0.975490152835846,0.995081967213115,-0.785151362419128,0,99.1379310344828,100,99.5689655172414,"House"
"1367","29904","KUYKENDALL, Steven T.","200","CA",0,0.219,"-0.462",12,3,2,12,0.717043101787567,0.827586206896552,0.238072767853737,0,80,85.7142857142857,82.8571428571429,"House"
"1368","29905","MILLER, Gary G.","200","CA",0,0.478,"0.222",141,10,6,187,0.875524461269379,0.953488372093023,0.681764304637909,0,93.3774834437086,96.8911917098446,95.1343375767766,"House"
"1369","29906","UDALL, Mark","100","CO",0,-0.353,"0.049",62,2,6,38,0.83480954170227,0.925925925925926,-0.462201029062271,0,96.875,86.3636363636364,91.6193181818182,"House"
"1370","29907","TANCREDO, Thomas G.","200","CO",0,0.75,"-0.022",47,7,4,47,0.796046257019043,0.895238095238095,0.757729411125183,0,87.037037037037,92.156862745098,89.5969498910675,"House"
"1371","29908","LARSON, John B.","100","CT",0,-0.396,"-0.047",331,5,6,261,0.943491458892822,0.981757877280265,-0.482158988714218,0,98.5119047619048,97.752808988764,98.1323568753344,"House"
"1372","29909","ISAKSON, Johnny","200","GA",0,0.402,"-0.011",26,2,3,23,0.821928083896637,0.907407407407407,0.414581835269928,0,92.8571428571429,88.4615384615385,90.6593406593407,"House"
"1373","29910","SIMPSON, Michael K.","200","ID",0,0.297,"0.307",272,34,10,323,0.851828634738922,0.93114241001565,0.570376455783844,0,88.8888888888889,96.996996996997,92.942942942943,"House"
"1374","29911","SCHAKOWSKY, Janice D.","100","IL",0,-0.603,"-0.276",368,8,4,268,0.956789493560791,0.981481481481482,-0.798488080501556,0,97.8723404255319,98.5294117647059,98.2008760951189,"House"
"1375","29912","BIGGERT, Judy Borg","200","IL",0,0.323,"-0.372",113,17,18,142,0.746370434761047,0.879310344827586,0.360674679279327,0,86.9230769230769,88.75,87.8365384615385,"House"
"1376","29913","PHELPS, David Dwain","100","IL",0,-0.207,"0.715",17,3,3,23,0.74164879322052,0.869565217391304,0.0876119881868362,0,85,88.4615384615385,86.7307692307692,"House"
"1377","29914","HILL, Baron P.","100","IN",0,-0.121,"0.137",64,12,7,39,0.756215929985046,0.844262295081967,0.0716171860694885,0,84.2105263157895,84.7826086956522,84.4965675057208,"House"
"1378","29915","MOORE, Dennis","100","KS",0,-0.267,"0.159",89,6,2,48,0.837794899940491,0.944827586206897,-0.242690458893776,0,93.6842105263158,96,94.8421052631579,"House"
"1379","29916","LUCAS, Ken","100","KY",0,-0.058,"0.721",20,7,2,25,0.696597218513489,0.833333333333333,0.188613921403885,0,74.0740740740741,92.5925925925926,83.3333333333333,"House"
"1380","29917","FLETCHER, Ernest L.","200","KY",0,0.285,"0.273",25,4,1,21,0.835704982280731,0.901960784313726,0.498865455389023,0,86.2068965517241,95.4545454545455,90.8307210031348,"House"
"1381","29918","VITTER, David","200","LA",0,0.495,"0.323",24,3,0,27,0.821223080158234,0.944444444444444,0.370748281478882,0,88.8888888888889,100,94.4444444444444,"House"
"1382","29919","CAPUANO, Michael Everett","100","MA",0,-0.58,"-0.082",317,3,3,252,0.9559006690979,0.989565217391304,-0.640993773937225,0,99.0625,98.8235294117647,98.9430147058823,"House"
"1383","29920","SHOWS, Clifford Ronald","100","MS",0,-0.092,"0.996",14,7,7,16,0.538922131061554,0.681818181818182,0.218996465206146,0,66.6666666666667,69.5652173913043,68.1159420289855,"House"
"1384","29921","TERRY, Lee Raymond","200","NE",0,0.426,"-0.067",162,12,14,194,0.834254324436188,0.931937172774869,0.5469691157341,0,93.1034482758621,93.2692307692308,93.1863395225464,"House"
"1385","29922","BERKLEY, Shelley","100","NV",0,-0.302,"0.024",176,2,5,107,0.911066710948944,0.975862068965517,-0.437184482812881,0,98.876404494382,95.5357142857143,97.2060593900482,"House"
"1386","29923","HOLT, Rush","100","NJ",0,-0.463,"-0.33",221,4,3,152,0.93134605884552,0.981578947368421,-0.554930984973907,0,98.2222222222222,98.0645161290323,98.1433691756272,"House"
"1387","29924","UDALL, Thomas (Tom)","100","NM",0,-0.453,"0.161",61,2,4,40,0.841699481010437,0.94392523364486,-0.409081876277924,0,96.8253968253968,90.9090909090909,93.8672438672439,"House"
"1388","29925","CROWLEY, Joseph","100","NY",0,-0.412,"-0.07",318,2,3,240,0.96832937002182,0.991119005328597,-0.695569038391113,0,99.375,98.7654320987654,99.0702160493827,"House"
"1389","29926","WEINER, Anthony D.","100","NY",0,-0.408,"-0.371",100,2,3,65,0.93045836687088,0.970588235294118,-0.67893248796463,0,98.0392156862745,95.5882352941177,96.8137254901961,"House"
"1390","29927","SWEENEY, John E.","200","NY",0,0.249,"0.036",28,3,7,26,0.728429198265076,0.84375,0.47555348277092,0,90.3225806451613,78.7878787878788,84.55522971652,"House"
"1391","29928","REYNOLDS, Thomas M.","200","NY",0,0.349,"0.009",52,6,4,43,0.817533850669861,0.904761904761905,0.494579434394836,0,89.6551724137931,91.4893617021277,90.5722670579604,"House"
"1392","29929","HAYES, Robert (Robin)","200","NC",0,0.351,"0.388",52,7,4,46,0.792879521846771,0.89908256880734,0.456707775592804,0,88.135593220339,92,90.0677966101695,"House"
"1393","29930","JONES, Stephanie Tubbs","100","OH",0,-0.521,"-0.059",57,4,2,39,0.869737923145294,0.941176470588235,-0.38826134800911,0,93.4426229508197,95.1219512195122,94.2822870851659,"House"
"1394","29931","WU, David","100","OR",0,-0.37,"0.031",126,3,5,80,0.895810604095459,0.962616822429907,-0.356167882680893,0,97.6744186046512,94.1176470588235,95.8960328317373,"House"
"1395","29932","WALDEN, Greg","200","OR",0,0.333,"-0.011",286,18,13,318,0.888138771057129,0.951181102362205,0.575649857521057,0,94.078947368421,96.0725075528701,95.0757274606456,"House"
"1396","29933","SHERWOOD, Don","200","PA",0,0.329,"-0.005",26,4,3,29,0.794441938400269,0.887096774193548,0.512455224990845,0,86.6666666666667,90.625,88.6458333333333,"House"
"1397","29934","HOEFFEL, Joseph M.","100","PA",0,-0.338,"-0.198",28,0,2,23,0.912144541740417,0.962264150943396,-0.401777118444443,0,100,92,96,"House"
"1398","29935","TOOMEY, Patrick Joseph","200","PA",0,0.624,"-0.378",26,4,3,19,0.765604376792908,0.865384615384615,0.751302301883698,0,86.6666666666667,86.3636363636364,86.5151515151515,"House"
"1399","29936","DeMINT, James W.","200","SC",0,0.7,"-0.102",29,1,0,22,0.87235814332962,0.980769230769231,0.684818983078003,0,96.6666666666667,100,98.3333333333333,"House"
"1400","29943","GONZALEZ, Charles A.","100","TX",0,-0.347,"0.262",145,27,13,93,0.728623270988464,0.856115107913669,-0.146650597453117,0,84.3023255813954,87.7358490566038,86.0190873189996,"House"
"1401","29938","BAIRD, Brian","100","WA",0,-0.342,"0.257",83,9,8,44,0.758109211921692,0.881944444444444,-0.0387043915688992,0,90.2173913043478,84.6153846153846,87.4163879598662,"House"
"1402","29939","RYAN, Paul D.","200","WI",0,0.556,"-0.25",184,5,21,224,0.858843982219696,0.940092165898618,0.636164486408234,0,97.3544973544974,91.4285714285714,94.3915343915344,"House"
"1403","29940","BALDWIN, Tammy","100","WI",0,-0.492,"-0.133",176,2,3,108,0.949736654758453,0.982698961937716,-0.626532852649689,0,98.876404494382,97.2972972972973,98.0868508958397,"House"
"1404","29941","GREEN, Mark","200","WI",0,0.456,"-0.294",29,1,7,32,0.762584924697876,0.884057971014493,0.390767693519592,0,96.6666666666667,82.051282051282,89.3589743589744,"House"
"1405","99542","FORBES, Michael Patrick","100","NY",0,-0.167,"0.179",10,0,0,15,0.994291365146637,1,-0.982174754142761,0,100,100,100,"House"
"1406","29942","BACA, Joe","100","CA",0,-0.349,"0.292",160,18,13,91,0.751443088054657,0.890070921985816,-0.181917190551758,0,89.8876404494382,87.5,88.6938202247191,"House"
"1407","99767","GOODE, Virgil H., Jr.","328","VA",0,0.583,"0.541",25,1,1,14,0.823092341423035,0.951219512195122,0.587369441986084,0,96.1538461538462,93.3333333333333,94.7435897435898,"House"
"1408","20100","FLAKE, Jeff","200","AZ",0,0.855,"-0.518",82,9,2,159,0.803011298179626,0.956349206349206,1,0,90.1098901098901,98.7577639751553,94.4338270425227,"House"
"1409","20102","ROSS, Michael Avery","100","AR",0,-0.201,"0.89",105,17,20,114,0.723236739635468,0.85546875,0.188870057463646,0,86.0655737704918,85.0746268656716,85.5701003180817,"House"
"1410","20103","HONDA, Mike","100","CA",0,-0.529,"-0.482",268,3,2,196,0.955786466598511,0.989339019189765,-0.705606937408447,0,98.8929889298893,98.989898989899,98.9414439598941,"House"
"1411","20104","SCHIFF, Adam","100","CA",0,-0.35,"-0.133",354,4,1,261,0.957472920417786,0.991935483870968,-0.571899354457855,0,98.8826815642458,99.618320610687,99.2505010874664,"House"
"1412","20105","SOLIS, Hilda L.","100","CA",0,-0.508,"-0.312",50,0,0,27,0.94643098115921,1,-0.555123150348663,0,100,100,100,"House"
"1413","20106","WATSON, Diane Edith","100","CA",0,-0.531,"-0.351",75,2,0,33,0.934181392192841,0.981818181818182,-0.671686768531799,0,97.4025974025974,100,98.7012987012987,"House"
"1414","20107","ISSA, Darrell","200","CA",0,0.484,"-0.001",243,2,7,304,0.938225269317627,0.983812949640288,0.737285196781158,0,99.1836734693878,97.7491961414791,98.4664348054334,"House"
"1415","20108","DAVIS, Susan A.","100","CA",0,-0.343,"-0.103",327,5,2,254,0.966044664382935,0.988095238095238,-0.598984718322754,0,98.4939759036145,99.21875,98.8563629518072,"House"
"1416","20109","SIMMONS, Robert (Rob)","200","CT",0,0.171,"-0.566",19,2,5,12,0.591916680335999,0.81578947368421,0.0883988216519356,0,90.4761904761905,70.5882352941177,80.5322128851541,"House"
"1417","20111","CRENSHAW, Ander","200","FL",0,0.333,"0.337",192,13,9,254,0.898456752300262,0.952991452991453,0.54793256521225,0,93.6585365853659,96.5779467680608,95.1182416767134,"House"
"1418","20112","KELLER, Richard (Ric)","200","FL",0,0.458,"-0.068",34,2,4,33,0.859016954898834,0.917808219178082,0.5584836602211,0,94.4444444444444,89.1891891891892,91.8168168168168,"House"
"1419","20113","PUTNAM, Adam","200","FL",0,0.414,"0.14",52,5,3,50,0.817137658596039,0.927272727272727,0.532090961933136,0,91.2280701754386,94.3396226415094,92.783846408474,"House"
"1420","20114","OTTER, C. L. (Butch)","200","ID",0,0.692,"0.057",12,2,2,22,0.705854833126068,0.894736842105263,0.639206886291504,0,85.7142857142857,91.6666666666667,88.6904761904762,"House"
"1421","20115","KIRK, Mark Steven","200","IL",0,0.274,"-0.647",46,7,15,38,0.634784579277039,0.792452830188679,0.28580567240715,0,86.7924528301887,71.6981132075472,79.2452830188679,"House"
"1422","20116","JOHNSON, Timothy V.","200","IL",0,0.264,"-0.52",93,28,49,81,0.53800618648529,0.693227091633466,0.211389675736427,0,76.8595041322314,62.3076923076923,69.5835982199619,"House"
"1423","20117","PENCE, Mike","200","IN",0,0.655,"0.088",81,6,5,152,0.902322769165039,0.954918032786885,0.883811116218567,0,93.1034482758621,96.8152866242038,94.9593674500329,"House"
"1424","20120","ROGERS, Mike","200","MI",0,0.4,"0.098",149,4,12,176,0.874367713928223,0.95307917888563,0.53860342502594,0,97.3856209150327,93.6170212765958,95.5013210958142,"House"
"1425","20121","KENNEDY, Mark","200","MN",0,0.409,"0.304",14,1,6,16,0.636000514030457,0.810810810810811,0.362318158149719,0,93.3333333333333,72.7272727272727,83.030303030303,"House"
"1426","20122","McCOLLUM, Betty","100","MN",0,-0.417,"-0.193",339,9,5,248,0.937945127487183,0.976705490848586,-0.505043208599091,0,97.4137931034483,98.0237154150198,97.718754259234,"House"
"1427","20147","CLAY, William Lacy, Jr.","100","MO",0,-0.481,"-0.078",333,4,4,250,0.963088095188141,0.986463620981388,-0.555722177028656,0,98.813056379822,98.4251968503937,98.6191266151078,"House"
"1428","20123","AKIN, W. Todd","200","MO",0,0.612,"0.235",87,1,6,151,0.905590891838074,0.971428571428571,0.820885241031647,0,98.8636363636364,96.1783439490446,97.5209901563405,"House"
"1429","20124","GRAVES, Samuel","200","MO",0,0.447,"0.167",259,5,5,309,0.920369386672974,0.982698961937716,0.703197598457336,0,98.1060606060606,98.4076433121019,98.2568519590813,"House"
"1430","20125","REHBERG, Denny","200","MT",0,0.337,"0.244",101,5,5,148,0.876522839069366,0.961389961389961,0.567826151847839,0,95.2830188679245,96.7320261437908,96.0075225058577,"House"
"1431","20126","OSBORNE, Thomas","200","NE",0,0.299,"0.025",14,0,5,19,0.77252209186554,0.868421052631579,0.748124957084656,0,100,79.1666666666667,89.5833333333333,"House"
"1432","20127","FERGUSON, Michael","200","NJ",0,0.244,"-0.404",34,7,10,16,0.652039229869843,0.746268656716418,0.158707290887833,0,82.9268292682927,61.5384615384615,72.2326454033771,"House"
"1433","20129","ISRAEL, Steve","100","NY",0,-0.334,"-0.051",269,3,3,199,0.95519357919693,0.987341772151899,-0.536290407180786,0,98.8970588235294,98.5148514851485,98.705955154339,"House"
"1434","20130","TIBERI, Patrick (Pat)","200","OH",0,0.386,"-0.026",226,5,10,283,0.910962104797363,0.971374045801527,0.569486379623413,0,97.8354978354978,96.5870307167236,97.2112642761107,"House"
"1435","20132","CARSON, Brad","100","OK",0,-0.181,"0.555",10,0,3,7,0.67224907875061,0.85,0.171770095825195,0,100,70,85,"House"
"1436","20133","HART, Melissa A.","200","PA",0,0.39,"0.155",15,0,5,18,0.707153081893921,0.868421052631579,0.333663821220398,0,100,78.2608695652174,89.1304347826087,"House"
"1437","20134","SHUSTER, William (Bill)","200","PA",0,0.374,"0.323",235,6,12,290,0.905961036682129,0.966850828729282,0.622314810752869,0,97.5103734439834,96.0264900662252,96.7684317551043,"House"
"1438","20135","PLATTS, Todd","200","PA",0,0.252,"-0.15",105,10,26,116,0.733234405517578,0.859922178988327,0.342598348855972,0,91.304347826087,81.6901408450704,86.4972443355787,"House"
"1439","20136","LANGEVIN, James","100","RI",0,-0.375,"0.114",353,4,3,258,0.960353195667267,0.988673139158576,-0.516460418701172,0,98.8795518207283,98.8505747126437,98.865063266686,"House"
"1440","20137","BROWN, Henry Edward, Jr.","200","SC",0,0.367,"0.24",45,3,4,56,0.837795794010162,0.935185185185185,0.586666166782379,0,93.75,93.3333333333333,93.5416666666667,"House"
"1441","20139","CULBERSON, John","200","TX",0,0.503,"0.366",218,9,4,290,0.927261114120483,0.975047984644914,0.786591231822968,0,96.0352422907489,98.6394557823129,97.3373490365309,"House"
